"queueLength:vector OppNet.Q1 ($0=11, $1=7.5, #0 - PreliminarySimulation-1-20191008-08:07:21-8328)",
410.712830889099,0
411.763867570759,1
413.172189157896,0
420.822827063083,1
423.009622233084,0
423.879660902382,1
425.468980501881,0
444.141962534227,1
445.143846652257,0
453.704368658808,1
454.981279727445,0
457.192482911228,1
457.440637996242,0
458.487374104836,1
459.899996265039,0
469.332423481968,1
469.737429340227,0
477.222835090133,1
477.530508909103,2
479.574862415415,1
479.64561417016,0
485.239178722942,1
486.952937221806,0
489.824711726757,1
491.8716537594,0
492.335305636877,1
494.331012028197,0
502.388121400861,1
504.168445103385,0
504.797659173605,1
506.627803372182,0
507.850253193397,1
509.087161640979,0
514.943767531563,1
515.647676136118,2
516.46523644737,1
516.535988202115,0
520.290495740563,1
521.168912055677,2
521.315408761135,3
521.383952984964,2
521.454704739709,1
521.525456494454,0
522.442665628158,1
523.843311253761,0
533.135092042442,1
533.680744328949,0
537.328896579345,1
538.599460866543,0
543.300806591011,1
543.518177404137,0
547.078357360155,1
548.436893941731,0
551.027164876922,1
553.355610479325,0
570.358099795973,1
570.571118360904,0
580.473160054382,1
582.867909704889,0
583.356915489701,1
585.327267973686,0
593.294865618611,1
595.164701048874,0
608.121118463012,1
609.920850661656,0
610.356713215204,1
612.380208930453,0
619.288802892111,1
619.758283736844,0
620.927812844657,1
622.217642005641,0
631.873567640449,1
632.055075080829,0
632.155740591576,1
634.514433349626,0
636.477096876641,1
636.973791618423,0
637.327636267526,1
639.43314988722,0
643.627639659049,1
644.351866424814,0
658.391007715414,1
659.108016037596,0
667.71209569169,1
668.945449112784,0
669.926292206438,1
671.404807381581,0
671.770578606916,1
673.864165650378,0
685.750080770231,1
686.160956994363,0
701.447525740008,1
703.376464875942,0
713.816387764539,1
715.15283691289,2
715.673256219927,1
715.744007974672,0
717.838397446658,1
718.132614488724,0
719.186491716093,1
720.591972757521,0
722.345173431801,1
722.916678295913,2
723.051331026318,1
723.122082781063,0
750.279968329661,1
752.563630251882,0
755.840191284396,1
757.482346789476,0
758.570322352944,1
759.941705058273,0
766.589144088424,1
767.319779864664,0
777.071205974353,1
777.157212939852,0
779.791543480629,1
782.075929477446,0
788.756661561166,1
789.454004283837,0
800.151280842901,1
801.750795627822,0
804.759100149603,1
806.669512165416,0
812.550828377922,1
814.047586971807,0
829.126330830401,1
830.557990186456,2
831.263094853386,1
831.333846608131,0
840.210737330645,1
841.100527928574,0
854.039979878527,1
855.295653172592,2
855.856677541356,1
855.927429296101,0
863.141987503543,1
863.234752347747,0
875.527122137655,1
875.531543691732,0
885.582698714665,1
887.828335035717,0
888.489402950883,1
890.287693304514,0
908.697029659178,1
909.96255945489,0
912.905899434691,1
914.881275992484,0
935.793849315951,1
937.015500411657,0
939.804073419005,1
941.934216949251,0
950.00481328552,1
951.771650024439,0
952.68181457995,1
954.231008293236,0
955.504890023748,1
956.690366562033,0
975.531855877349,1
976.365232712409,0
977.076118943623,1
978.824590981206,0
981.166627523706,1
981.283949250003,0
986.230028170552,1
988.662024056394,0
994.065017295604,1
995.36173380246,2
996.040098862785,1
996.11085061753,0
1001.166977853868,1
1001.799135594205,2
1003.418173669176,1
1003.488925423921,0
1011.160214722569,1
1011.161506727852,2
1013.255606744364,1
1013.326358499109,0
1016.442660757425,1
1018.174323281958,0
1018.868464491039,1
1020.04266156502,2
1020.633681550755,1
1020.7044333055,0
1039.944921820818,1
1040.221342572806,2
1040.308547701131,1
1040.379299455876,0
1065.566575298513,1
1066.107375706129,2
1066.459542415842,3
1067.361488657898,2
1067.432240412643,1
1067.502992167388,0
1076.103968338158,1
1077.198921733086,0
1080.029118159047,1
1082.11763827068,0
1082.365230176889,1
1082.773119782594,2
1084.576996539477,1
1084.647748294222,0
1093.014366127063,1
1094.414429614665,0
1097.147214943042,1
1097.241556274312,2
1099.333146152259,1
1099.403897907004,0
1111.296818941674,1
1111.629937496244,0
1114.131956269134,1
1114.232433996039,2
1114.649693546038,3
1116.481407942615,4
1116.548654033838,3
1116.619405788583,2
1116.690157543328,1
1116.760909298073,0
1145.707442251974,1
1146.060953259402,0
1157.617139489616,1
1158.357744603387,0
1165.55460672719,1
1165.735819409778,0
1167.110026817547,1
1168.195177678575,0
1170.408472273946,1
1170.654535947372,0
1182.262876518942,1
1182.951327291357,0
1190.088948531421,1
1190.329402097748,0
1195.124782453661,1
1195.248118635342,0
1197.27316964847,1
1197.707476904139,0
1199.439455084271,1
1199.752887124226,2
1200.166835172936,1
1200.237586927681,0
1201.880544078522,1
1202.288584289687,2
1202.626193441733,1
1202.696945196478,0
1206.51595162287,1
1207.544909979327,0
1215.869452408706,1
1217.382343054515,0
1223.173890728402,1
1224.760417860906,0
1225.228496966734,1
1227.219776129703,0
1243.416926360773,1
1244.435284011282,0
1245.928351340573,1
1246.894642280079,0
1247.51544366292,1
1248.966450838736,2
1249.354000548876,1
1249.424752303621,0
1273.372847351578,1
1273.947583236846,0
1288.911381126564,1
1290.419601766302,2
1291.163091118425,1
1291.23384287317,0
1291.824216915766,1
1293.622449387222,0
1298.81509012689,1
1301.000524193613,0
1317.806786690541,1
1318.216032075192,0
1320.936311457065,1
1322.636466209944,2
1323.134748612786,1
1323.205500367531,0
1338.492090152525,1
1340.350256494365,0
1341.286775502949,1
1342.809614763162,0
1343.948006194666,1
1344.158939702106,2
1345.268973031959,1
1345.339724786704,0
1353.662945841785,1
1355.106406107147,0
1361.257439300758,1
1362.484480913538,0
1362.552720414017,1
1362.555232668283,0
1371.286828726981,1
1372.321913988726,0
1375.586021891369,1
1377.24063052632,0
1381.158924663092,1
1382.159347063914,0
1387.789161858277,1
1388.646118505811,2
1389.537421870305,1
1389.60817362505,0
1394.325232583663,1
1394.456138407899,0
1398.416291466542,1
1399.374854945493,0
1406.383380697467,1
1406.752929751884,0
1419.10855946706,1
1419.525240702825,2
1421.509079364666,1
1421.579831119411,0
1431.348241190719,1
1433.805870708651,0
1437.702520772088,1
1438.724587246245,0
1439.887468195033,1
1441.183945515042,0
1457.372695323589,1
1458.399453396621,0
1482.669067382819,1
1482.993036084591,0
1483.911549957822,1
1485.452394353388,0
1491.237761549819,1
1492.830469159779,0
1495.164924659576,1
1495.289827428576,0
1512.213743859651,1
1512.505335310155,0
1522.305613718374,1
1522.342768385343,0
1533.289448211751,1
1534.639559729328,0
1536.23344920156,1
1537.098917998125,0
1537.534390873717,1
1539.0941392318,2
1539.558276266922,1
1539.629028021667,0
1542.6111975461,1
1544.476992804516,0
1548.182034026243,1
1549.39570934211,0
1579.248781433825,1
1580.670008465933,2
1581.367366836471,1
1581.438118591216,0
1584.695027777355,1
1586.286083374065,0
1600.024687306686,1
1601.042232986847,0
1601.966600602766,1
1602.147564904236,2
1603.501591255644,1
1603.572343010389,0
1605.151531061711,1
1605.960949524441,0
1627.681467622073,1
1628.095173943614,0
1629.825227135965,1
1630.554532212411,0
1638.030157961662,1
1640.391965287599,0
1643.379186064006,1
1645.310681825193,0
1650.450938461999,1
1652.688756631584,0
1657.648950541048,1
1660.066831437975,0
1660.221617396916,1
1662.526189706772,0
1666.96766186986,1
1667.444906244366,0
1682.126760270289,1
1682.201055857148,0
1684.673095158413,1
1687.119772394742,0
1700.423385662272,1
1701.875922007524,0
1712.370303399586,1
1714.172713351509,0
1735.355766577343,1
1736.208827605671,2
1736.306937770682,1
1736.377689525427,0
1739.395931865621,1
1741.225654308276,0
1751.355590041784,1
1753.522445652261,0
1776.492126302408,1
1778.116028340231,0
1780.731876253353,1
1783.034744877825,0
1788.569851463003,1
1790.412819684216,0
1793.678655448825,1
1795.33153622181,0
1813.221418808192,1
1815.006402372186,0
1816.44422996476,1
1817.465760640983,0
1827.762551747136,1
1829.762551984968,0
1833.059193007197,1
1834.681268522562,0
1863.367916640784,1
1864.193567748126,0
1870.386182820692,1
1871.205615910412,2
1871.571642554517,1
1871.642394309262,0
1873.651465411945,1
1874.031000823314,0
1878.615978955918,1
1878.949717360908,0
1901.581406431687,1
1903.543300048878,0
1914.097334264356,1
1915.840091392863,0
1952.059451710168,1
1952.730465424818,0
1958.746815027201,1
1960.108540231209,0
1965.368580768794,1
1967.4866150376,0
1992.279938775555,1
1993.766440199819,2
1994.539555994367,1
1994.610307749112,0
1999.871495888722,1
2001.917630800758,0
2002.725341885679,1
2004.376989069555,0
2006.32114765463,1
2006.836347338352,0
2012.928786218769,1
2014.214422144743,0
2040.834855692175,1
2041.26736310151,0
2055.646990237528,1
2056.023512714292,0
2056.105064223995,1
2057.88724694753,2
2058.482870983089,1
2058.553622737834,0
2066.13511079748,1
2067.289071074241,2
2068.320304058277,1
2068.391055813022,0
2080.274663997813,1
2080.617095402262,0
2111.372899212263,1
2112.588752896623,0
2133.378159052818,1
2133.956038437194,2
2134.722977315796,1
2134.793729070541,0
2137.497069853627,1
2139.64169385339,0
2143.69689754191,1
2144.560410390984,0
2151.158793116612,1
2151.938485197375,0
2157.655500139237,1
2159.316560003766,0
2163.614280959808,1
2164.23527654136,0
2172.990397207351,1
2174.072709616548,0
2175.39534170248,1
2176.389386491887,2
2176.532067885345,1
2176.60281964009,0
2177.149365541651,1
2178.991426154142,0
2188.974351711027,1
2191.288217498127,0
2195.022087161022,1
2196.206934035721,0
2198.576991475807,1
2198.666292304518,0
2203.258650891783,1
2203.585008842112,0
2226.606988164787,1
2228.178591530082,0
2236.602837650195,1
2238.01602460527,0
2240.611178317342,1
2242.934741142864,0
2248.85815385382,1
2250.312815949255,0
2251.148806656538,1
2252.772174218052,0
2259.430513269786,1
2260.150249024443,0
2271.220157822153,1
2272.447040368428,0
2274.951859416294,1
2277.220581465663,2
2277.365756906022,1
2277.436508660767,0
2286.289197701704,1
2287.20318998121,0
2315.376361925159,1
2316.715489206774,0
2317.517498149899,1
2319.174847475571,0
2335.192726584879,1
2336.39035535715,0
2338.722815420911,1
2338.849713625947,0
2341.038979733271,1
2341.309071894744,0
2347.251999111096,1
2348.687146701135,0
2349.501061172062,1
2351.146504969932,0
2354.010495318253,1
2356.065221507526,0
2360.600334276598,1
2360.98393804512,0
2364.444019762789,1
2365.374037556687,2
2365.902654582714,1
2365.973406337459,0
2374.657602991744,1
2375.740087657902,0
2380.979425652056,1
2383.118162464293,0
2387.999946126799,1
2388.036879001887,0
2399.318387867949,1
2400.333670345872,0
2400.423588374003,1
2402.793028614669,0
2411.789249577082,1
2412.630461689857,0
2415.04446422029,1
2415.089819958654,0
2415.277055882002,1
2417.549178227451,0
2427.998204200453,1
2429.845969571436,0
2462.724525849888,1
2464.276985334594,0
2472.456105316236,1
2473.577610248651,2
2474.114418409782,1
2474.185170164527,0
2486.478528619967,1
2486.940692293754,2
2488.324424753857,3
2488.870568022564,2
2488.941319777309,1
2489.012071532054,0
2495.46056734949,1
2496.248642828955,0
2509.001413585209,1
2510.502080084994,2
2511.004792441737,1
2511.075544196482,0
2517.925308069565,1
2518.382867248128,0
2522.811258589529,1
2523.301583785722,0
2538.681936583989,1
2540.517091667301,0
2546.629200026105,1
2547.796083993281,2
2547.895166473692,1
2547.965918228437,0
2553.550974295002,1
2554.536874291183,2
2555.273241280083,1
2555.343993034828,0
2563.821798326929,1
2565.110674355271,0
2567.860050163793,1
2570.029390892865,0
2575.426951771887,1
2576.663058143717,2
2577.407465699256,1
2577.478217454001,0
2586.25257986852,1
2586.565177864373,2
2587.165274482201,3
2587.244898774444,2
2587.315650529189,1
2587.386402283934,0
2608.048205810227,1
2609.379123193617,0
2631.459122148597,1
2631.51334761279,0
2635.684638087657,1
2636.432064150384,0
2642.92497486107,1
2643.810138956775,0
2647.243328810273,1
2648.728855494369,0
2677.599343129002,1
2678.241154719933,0
2679.508758755077,1
2680.70051298873,0
2682.38051080758,1
2683.159871257527,0
2688.451766904876,1
2690.537946063918,0
2696.88867894198,1
2697.916020870309,0
2709.112314157222,1
2710.212812214294,0
2718.445787839897,1
2720.050245289482,0
2735.730079690404,1
2737.265753171061,0
2738.269653598217,1
2739.725111439858,0
2752.837713049074,1
2754.48126105264,0
2754.90452298744,1
2756.940619321437,0
2757.532155828844,1
2759.399977590234,0
2764.337744217204,1
2764.898357963087,2
2766.778052396625,1
2766.84880415137,0
2776.674619054293,1
2777.603453264848,2
2778.452560899204,3
2779.07484374061,2
2779.145595495355,1
2779.2163472501,0
2782.962308908482,1
2783.993560278204,0
2785.549403295149,1
2786.452918547001,0
2794.173901123446,1
2794.640236534845,2
2796.290351622189,1
2796.361103376934,0
2797.289198180561,1
2798.749709890986,0
2801.146337157993,1
2801.209068159783,0
2802.386031637596,1
2803.66842642858,0
2812.88348648276,1
2813.505859503768,0
2818.091982093138,1
2818.424576041362,0
2824.171387683641,1
2825.802650847753,0
2832.759055006501,1
2833.180725654144,0
2840.139422169993,1
2840.558800460535,0
2842.427538319678,1
2843.018158729332,0
2854.712604299188,1
2854.943954293818,2
2855.314950073317,1
2855.385701828062,0
2880.075277967666,1
2882.367891030084,0
2891.354123275073,1
2892.205324105272,0
2893.75068801683,1
2894.133361765578,2
2894.664682374069,1
2894.735434128814,0
2935.229093326996,1
2936.473772943618,0
2940.258343871822,1
2941.392489481212,0
2947.200179367438,1
2948.770564287603,0
2953.743450924548,1
2956.148639093994,0
2962.027974846277,1
2963.526713900385,0
2963.864251037717,1
2965.986072169182,0
2972.833678876463,1
2973.364146975573,0
2978.569470101948,1
2980.742221781964,0
2983.07239912534,1
2983.201580050761,0
3003.943117131375,1
3005.025984388267,2
3005.335804469934,1
3005.406556224679,0
3009.294294849448,1
3010.254521007528,0
3012.84327111927,1
3015.173237545122,0
3016.473690280366,1
3017.632595813919,0
3024.763096108619,1
3025.01067062031,0
3028.506417434297,1
3029.929387157904,0
3051.531578811763,1
3052.063611577077,0
3052.403287654963,1
3054.522969845874,0
3067.960160322314,1
3069.279119458656,0
3077.887976741144,1
3079.116552533844,0
3085.059823235708,1
3086.494627340235,0
3092.42113520854,1
3093.872702146626,0
3102.337433614382,1
3103.710135221814,0
3104.608447414122,1
3105.903035894384,2
3106.169493490611,1
3106.240245245356,0
3128.104278049244,1
3128.303717909784,0
3140.595755902561,1
3140.600509253769,0
3153.434407024405,1
3155.356658866551,0
3160.133523229477,1
3160.275375404145,0
3163.640424167235,1
3165.194091941739,0
3172.281392574111,1
3172.57216674813,0
3215.788941573943,1
3216.840615586476,0
3225.50747356748,1
3225.761152951769,2
3226.678048661664,1
3226.748800416409,0
3227.365366140439,1
3229.137406930461,0
3229.208133662496,1
3229.208158685206,0
3234.653102461369,1
3236.240139273346,2
3236.515481736852,1
3236.586233491597,0
3242.688261864368,1
3243.893556543243,0
3250.21129602178,1
3251.271631349634,0
3260.609878942392,1
3261.109064424822,0
3261.938995393151,1
3263.568422693619,0
3264.399563023927,1
3264.589250739258,2
3266.027780962416,1
3266.098532717161,0
3267.029768677057,1
3268.487139231213,0
3276.19107935751,1
3278.324572306401,0
3286.93528139385,1
3288.162005381589,0
3292.647395266773,1
3293.080721919183,0
3296.332187070062,1
3297.999438456777,0
3298.409937957368,1
3300.458796725574,0
3307.223359772997,1
3307.836871531965,0
3310.774459144835,1
3312.683220159753,2
3312.755588069559,1
3312.826339824304,0
3317.079636429839,1
3317.674304607153,0
3324.744918625425,1
3325.052379413544,0
3348.832126110292,1
3349.645962101514,0
3362.546867912333,1
3364.402111714296,0
3378.398510483606,1
3379.158261327078,0
3414.950679859252,1
3416.048635359033,0
3416.99251106781,1
3418.50799362783,0
3420.273017032281,1
3420.967351896627,0
3438.059292880162,1
3438.182859778206,0
3447.457755634516,1
3448.020292853394,0
3449.834350205308,1
3450.479651122191,0
3451.246827010258,1
3451.658052386978,2
3452.939009390988,1
3453.009761145733,0
3462.815985591838,1
3465.235800734973,0
3489.17965470526,1
3489.829383422943,0
3493.965082068737,1
3494.748099960537,0
3496.744500895474,1
3497.207458229334,0
3499.128331913996,1
3499.666816498131,0
3505.213699253129,1
3505.245510623382,2
3507.044891304522,1
3507.115643059267,0
3514.327919710161,1
3514.422966110913,0
3518.196120288038,1
3519.283231056829,2
3519.341682648507,1
3519.412434403252,0
3521.740378267329,1
3521.801040917304,0
3522.759089210273,1
3524.260399186101,0
3525.200145407783,1
3526.719757454898,0
3528.59463545796,1
3528.61147567542,2
3529.179115723695,1
3529.24986747844,0
3533.195511396352,1
3534.097832261289,0
3541.386295305729,1
3541.47590706768,0
3553.203823745993,1
3553.772698411665,0
3556.006170044198,1
3556.232056680462,0
3567.949571722141,1
3568.528848024447,0
3586.022747830797,1
3588.203714174823,0
3595.963488378225,1
3598.041147250011,0
3603.021922515293,1
3604.157355412691,2
3605.419222056402,1
3605.489973811147,0
3619.002557929658,1
3620.175371669184,0
3630.934984275314,1
3632.472163013169,0
3639.881117104255,1
3641.897204661561,2
3642.309596088357,1
3642.380347843102,0
3642.950042784626,1
3644.768954357154,0
3648.461026872717,1
3649.687670894748,0
3655.813932532529,1
3656.79820277083,2
3657.065745701139,1
3657.136497455884,0
3657.334296123147,1
3659.525103969936,0
3664.141202756621,1
3664.44382050753,0
3669.442277672151,1
3671.821895313921,0
3681.910659525978,1
3683.511343189135,2
3683.945374019875,3
3684.118686657906,2
3684.189438412651,1
3684.260190167396,0
3687.140917998618,1
3687.285636945579,2
3687.668508474799,3
3689.0374031955,2
3689.108154950245,1
3689.17890670499,0
3708.203136113277,1
3708.712269345876,0
3712.140389220095,1
3713.63098588347,0
3723.520615916712,1
3725.927777227455,0
3728.559629586613,1
3730.846493765049,0
3739.739236159777,1
3740.683926840237,0
3743.949586802429,1
3745.602643377831,0
3746.883682983448,1
3747.101351830867,2
3748.062001646628,1
3748.132753401373,0
3766.267738956059,1
3767.736867797004,0
3770.814769729106,1
3772.655584334598,0
3787.727772326827,1
3788.781589749996,2
3789.871092216177,1
3789.941843970922,0
3791.162723243503,1
3792.330450484974,0
3817.384232493237,1
3819.383391441741,0
3836.613629637318,1
3839.058257592117,0
3844.693115626967,1
3846.436332398508,0
3851.215599501853,1
3851.355048936102,0
3862.407208920613,1
3862.710064733169,2
3863.651840280087,1
3863.722592034832,0
3867.137557247792,1
3868.570556817681,0
3877.698813553528,1
3878.407989892869,0
3881.05957543421,1
3881.349596117258,2
3882.40290960571,3
3883.326706430463,2
3883.397458185208,1
3883.468209939953,0
3889.951290377683,1
3890.704781236854,0
3891.048433453861,1
3893.164139505651,0
3937.797172665023,1
3939.891946612794,0
3942.195540992878,1
3942.351304881591,0
3951.64169726848,1
3952.188737956779,0
3962.049744082407,1
3964.485529300764,0
3975.915509810936,1
3976.782320644749,0
4000.437422822014,1
4001.375903332719,0
4006.635369330053,1
4008.75397813911,0
4016.646148608945,1
4018.591411214298,0
4018.615391031997,1
4018.662162969043,0
4022.787707865567,1
4022.966075533143,2
4023.510127751892,1
4023.580879506637,0
4025.813282177134,1
4025.969486020689,0
4028.175717165303,1
4028.428844289486,0
4030.300448670189,1
4030.888202558283,0
4050.617409199167,1
4053.022426977456,0
4057.063487761095,1
4057.94114351505,0
4061.585756809809,1
4062.859860052644,0
4064.747576592367,1
4065.319218321441,0
4069.079017847962,1
4070.237934859035,0
4085.08438300202,1
4087.453442740614,0
4093.505167203066,1
4094.831517547005,0
4100.297295027584,1
4102.209592353396,0
4106.223089707432,1
4107.12830889099,0
4115.173943497978,1
4116.450529924258,2
4116.965741966178,1
4117.036493720923,0
4122.49770610493,1
4124.343816772569,0
4124.976864294665,1
4125.454739155858,2
4126.803175041366,1
4126.873926796111,0
4133.528963103085,1
4133.638860922803,2
4134.181249847757,1
4134.252001602502,0
4137.438942589578,1
4138.032222775063,2
4139.099966385351,1
4139.170718140096,0
4146.703274205775,1
4148.937399460539,0
4170.371866549333,1
4171.071623879712,0
4173.321183342081,1
4173.530982148509,0
4175.003326382866,1
4175.990340417306,0
4179.907111907567,1
4180.9090569549,0
4182.808522898655,1
4183.368415223697,0
4189.14140239171,1
4190.746490030088,0
4194.000442576247,1
4195.665206567682,0
4206.950808402337,1
4207.961997911667,0
4215.144940888666,1
4215.340072718058,0
4222.575263895301,1
4222.718147524449,0
4225.90995297609,1
4226.83805508305,2
4227.636864062043,1
4227.707615816788,0
4231.969556350245,1
4232.555580599637,0
4237.321339857251,1
4237.474297137231,0
4239.50185417247,1
4239.933655406028,0
4244.561741959159,1
4244.852371943622,0
4246.190585343668,1
4247.311730212419,0
4250.581777563111,1
4252.230446750013,0
4259.998780710335,1
4261.549214631471,2
4262.067879825201,1
4262.138631579946,0
4264.93040208898,1
4266.986596362795,0
4284.828646303544,1
4286.661462513171,0
4312.016473717107,1
4313.714403469938,0
4317.701699955355,1
4318.633120007532,0
4325.852728618936,1
4326.011194813923,0
4326.386998088911,1
4328.47055308272,0
4345.405936074618,1
4345.686060964299,0
4345.738614237837,1
4345.756812719044,0
4357.860501360004,1
4357.982852308284,0
4361.376469588673,1
4362.901568845878,0
4372.544762269737,1
4372.739001921066,0
4374.298280532853,1
4375.198360189863,0
4377.556704533798,1
4377.65771845866,0
4384.280088450663,1
4385.035793265051,0
4385.729028896998,1
4387.495151533848,0
4396.672175793208,1
4397.332584609036,0
4400.668429617123,1
4401.598561200384,2
4401.99358463173,3
4402.25130114663,2
4402.322052901375,1
4402.39280465612,0
4406.782191783562,1
4407.170017684224,0
4410.863044794054,1
4412.088734221818,0
4418.24617167001,1
4419.229811254916,2
4419.353751542084,3
4419.466809028209,2
4419.537560782954,1
4419.608312537699,0
4431.966344597795,1
4434.222958640991,0
4452.11914925251,1
4453.897824791367,0
4455.502349294924,1
4456.357183060164,0
4466.166491621856,1
4466.194616135352,0
4467.504951514506,1
4468.653974404149,0
4488.401163397654,1
4490.788198823322,0
4492.607800980019,1
4493.247557092119,0
4501.845936697667,1
4503.084990167307,0
4509.214164495751,1
4510.463064973698,0
4516.365119848503,1
4517.841139780089,0
4521.294420754023,1
4522.759856317683,0
4528.088529312982,1
4528.756926792843,2
4530.137931124074,1
4530.208682878819,0
4540.525723760621,1
4542.434722468059,0
4547.761989943734,1
4549.81279727445,0
4553.662303603448,1
4553.806188306622,2
4554.731513812044,1
4554.802265566789,0
4566.653727394858,1
4567.028305156029,0
4571.657070495442,1
4571.947021693623,0
4572.212119611848,1
4574.04415819133,2
4574.40637996242,1
4574.477131717165,0
4582.255247527227,1
4584.243813037608,0
4590.881802050536,1
4591.621887843999,0
4591.76986484022,1
4594.081246112796,0
4595.315939494463,1
4596.540604381593,0
4607.57290025061,1
4607.979711118797,2
4608.837395725578,1
4608.908147480323,0
4610.89129224468,1
4611.296753994375,0
4613.638073885222,1
4613.756112263172,0
4621.785602537748,1
4621.815034325194,2
4623.59354533836,1
4623.664297093105,0
4626.726326609232,1
4628.512261875954,0
4648.230251455937,1
4650.272478563136,2
4650.646486295127,1
4650.717238049872,0
4655.507142218819,1
4655.565202832721,0
4662.043085919981,1
4662.637186699604,2
4662.943277639112,1
4663.014029393857,0
4679.226177068865,1
4680.158785520691,0
4685.581477068394,1
4686.194926254089,2
4687.536860327082,1
4687.607612081827,0
4691.998196856548,1
4692.455576864676,0
4709.031822232797,1
4709.671084746255,0
4709.833453579691,1
4712.130443015052,0
4718.782614761622,1
4719.508517821443,0
4731.13506832441,1
4731.805309165428,0
4739.222745314326,1
4741.642742240616,0
4750.551753945682,1
4751.480175315804,0
4761.102385473551,1
4761.317608390992,0
4764.094776993791,1
4766.236324928586,0
4766.621449457365,1
4768.695683197383,0
4769.235399758185,1
4771.15504146618,0
4786.207859146199,1
4786.485949182583,2
4788.370549347759,1
4788.441301102504,0
4798.321721914222,1
4800.667340691744,0
4811.695139225446,1
4812.964132035729,0
4823.159963478538,1
4825.260923379714,0
4846.433241617803,1
4847.395147798887,0
4847.401422511874,1
4847.432610759972,2
4847.465899553632,1
4847.536651308377,0
4862.745552821181,1
4864.610655680466,0
4870.080228358447,1
4871.988730486857,0
4880.748180164475,1
4881.278947370449,2
4881.826163562045,1
4881.89691531679,0
4883.811991563827,1
4884.285521830842,0
4891.217253166579,1
4891.663596637233,0
4909.934429382148,1
4911.338462787609,0
4930.561300413487,1
4931.013328937985,0
4932.601647606559,1
4933.472687206782,0
4954.642157742076,1
4955.606911625955,0
4961.134308112766,1
4961.515797502207,2
4962.148370889641,3
4962.984986432346,2
4963.055738187091,1
4963.126489941836,0
4963.478713757529,1
4965.444344701143,0
4977.450546314393,1
4977.741136045128,0
4979.853164133679,1
4980.200494313925,0
4982.80422459481,1
4985.119210851519,0
4992.622468529345,1
4994.956643926707,0
5003.949082692697,1
5004.794077001895,0
5011.446008854655,1
5012.172151808286,0
5026.453122142108,1
5026.928301421068,0
5034.216317580111,1
5034.306376227459,0
5036.357187989452,1
5036.56246521383,2
5036.765734496256,1
5036.836486251001,0
5037.090855069311,1
5039.225092765053,0
5049.892785769982,1
5051.521884109038,0
5052.428449302946,1
5053.041900643328,2
5053.981242377835,1
5054.05199413258,0
5054.323320018277,1
5056.440600646632,0
5068.848030230998,1
5070.676473635795,2
5071.196750259414,1
5071.267502014159,0
5075.787033586141,1
5076.115466797008,0
5076.712434498169,1
5078.574825065805,0
5081.869143638966,1
5083.493541603399,0
5095.168498442684,1
5095.790332947384,0
5100.950844090611,1
5103.168407753775,0
5103.191716317015,1
5103.23915950852,0
5106.262561732783,1
5108.087124291369,0
5108.468820574612,1
5110.546482560166,0
5112.93439415719,1
5113.005840828963,0
5114.036024407647,1
5115.455486733247,2
5115.46519909776,1
5115.535950852505,0
5123.903810630946,1
5125.302632172948,0
5132.552678242743,1
5132.680706979339,0
5140.701929931661,1
5142.518140054527,0
5143.997221218773,1
5144.977498323324,0
5147.757526942476,1
5149.896214860918,0
5157.182139563372,1
