"lifeTime:vector OppNet.sink ($0=17, $1=7.5, #0 - PreliminarySimulation-4-20191008-08:07:21-8328)",
7.927169499987,5.309051360734999375
26.792743335138,7.697064765860998715
38.906114290688,7.47938758682299994
39.831612311411,4.444801545046999515
48.517475462153,5.12003745248999918
52.498076496584,7.24197484492199981
56.598671515421,4.914427237457999785
59.095911177847,7.112819362039999735
74.360283601907,7.63541129959999939
84.749428477746,7.84711047090699939
87.768458495157,4.529081904457999725
87.816939812634,4.315695366971999267
105.574809984332,6.33904766088799929
110.383173933974,6.13299226954499941
118.86852521966,6.69267013861199974
119.39711354468,6.270486041567998805
128.006546735283,8.054220927320997675
128.666079354039,5.154399128444000035
132.37270808294,6.366055896772
132.410764860675,6.39567869068299896
136.766100271573,8.100279850199999715
141.306431656154,7.06249589484500004
149.8393910235,3.936857302338999877
154.181731108706,4.390282360167999425
159.140666869669,6.708827377408999455
160.15345095892,6.49471496676200031
167.737493023733,5.87358059205799951
177.727250410319,5.20982282343199896
181.987105506913,8.01309380524699929
182.747844319624,7.11174209947099986
185.275420351524,4.25094743330799927
194.1875247525,6.868233305970999655
194.873581233164,7.063135749898998805
199.838732488616,6.12237656708600039
203.05334946424,6.03399148367999946
214.444790925933,8.95517615590199863
215.801174820153,8.418388759854998655
217.55378054979,5.755143944663998905
236.552808610658,8.335925313229999725
239.244153568129,8.049524710623000325
239.285237181373,7.56261099106299991
243.8801162727,7.5378532059579992
252.796328990279,5.650391648547000025
265.162842988805,4.6775411984739996
265.286788430973,4.72695713641599899
284.764278317649,7.80265806733699914
286.220363530834,7.793500476770999415
297.455828906752,7.7754444453450002
309.700989575583,5.785160557961999535
309.973067492254,4.083689205288999687
314.247259609201,8.135952502643998905
327.639088225342,8.31741956754200014
349.743587853446,7.605730044533999015
349.855392343026,4.58266100403299957
361.387722766099,11.02254269729600006
376.961241858764,7.39446867275299976
377.656719536775,8.0092969830160001
382.696337856092,12.53921394187199917
382.745344578473,9.097076589271999535
384.885371554333,4.743622812055999535
390.852982666985,5.471446599207999005
393.695689958244,6.396430728790999585
393.765041909574,5.81326229946699866
418.727937420441,7.12400476685299996
421.30938305014,6.40356700115099995
434.28350211278,7.47030944856899911
439.807222067388,8.491277656207000005
451.927671470645,5.19122338820699978
455.806786427312,5.325029600457998655
461.883980269592,9.00261353805599991
462.890000831911,7.985985556064999685
469.734289817726,5.14370933508699933
474.819628969031,7.863030885925999385
475.35625861743,7.751965044201000375
478.681842135743,7.33878180674599886
486.90167346316,7.132468222444000335
491.349592580537,6.006603003873999905
504.463416455816,7.58912753657299885
527.4101748923,6.581211360512998685
527.548836974757,4.753113026222999675
530.905619107311,5.998413540310998805
540.178677713451,4.5230730962589991
570.781133981948,5.543581825535
575.686341063436,8.28747770568399741
579.575342344739,7.1604741857249987
584.659762917111,4.56426256017699925
588.999858163231,7.69803088146699995
593.32909292286,5.634260326704000095
619.951000629663,8.049480659143000565
632.902964036966,6.88049080887899931
634.334155176221,8.17925409899699926
664.10056123854,4.77012944707499995
674.030009065249,7.399048039971999515
675.028868405707,6.44202778333599998
677.790112891713,8.576676347073000485
681.401310969545,7.506930429778998675
687.104069747598,7.632245270979000265
694.675975879738,5.325252805764000265
