"lifeTime:vector OppNet.sink ($0=54, $1=7.5, #0 - PreliminarySimulation-7-20191008-08:07:21-8328)",
6.805341363189,2.717521193223999975
40.847009382752,0.994932609708000011
46.476451887427,4.602717040263000195
46.946495891196,3.237803808519999815
48.079278733463,2.284352594475000043
59.783263331738,1.865576104305000087
64.422471906625,1.332900765213000043
68.978199291501,2.292757448235999351
71.640594582133,1.795970118596999835
73.143560178489,3.03151429988799935
77.000070750305,2.996666492710999367
94.017225229911,2.037398631388000137
106.13495459031,4.096682869620998687
107.222603076278,1.733596924378999918
129.85057954228,1.523041885506999806
132.104304852071,2.330698257087999705
137.324412034072,7.5079482114459992
141.135085111307,1.765539331984999897
147.820674547246,1.674865103680999827
157.299635430096,2.369107772781999787
165.440834710606,2.367268333401999482
171.506968984788,2.286063116056999956
201.96567856557,1.646203698697999757
207.452153057785,2.47732814693400004
214.001544021139,1.443908831911999696
218.197627179728,3.092626019668999845
226.630990266435,1.445207971908999847
232.995638585243,1.964559918054999956
243.042295411642,2.741068083701999377
244.136139525243,2.520377631903000007
282.225097132565,3.114873072032000132
284.119404762152,2.687687635256999375
308.628665894024,1.851311316866000025
340.33362339299,1.525973674987999733
350.327998436275,2.944555093955999667
351.290838588531,2.761687652790000047
354.474169905078,1.588084923020999897
358.354725557964,1.822554711730999691
359.820450067709,1.572594124359999672
361.411257124997,1.306404054121999887
372.154668096369,2.089862280733999702
385.163108703953,3.317793610595999515
399.683609533607,2.44046526950799957
403.165242405761,1.759526748433999803
406.294408868968,4.62478982786599955
414.753596576897,3.297652832108999717
414.856724262903,2.766579184651999577
436.088781029581,2.68574130874699967
437.314006092284,1.748599233483000051
442.636862606152,2.86855956076600015
447.778271548966,2.102201464723999702
456.78477665115,3.67344352212199964
468.043989183597,2.053065467641999922
470.088927512856,1.233850140216000031
486.944185779374,1.807588893513
493.969414535112,3.242835441002999795
507.868073193558,1.258031773498999857
510.171819253044,3.109459412329999657
514.73857768856,3.12782126068399967
517.81972188895,1.553723913938999772
525.94614737642,1.387327353644999922
573.657724028682,1.866419998092999846
580.508091589901,2.27313096621499965
583.349228736435,3.034451582992999427
592.852544308325,2.139885958264999378
599.704479398118,2.064211177914000212
622.352707719635,2.913226400321999405
625.033812021867,2.878034235547000097
635.158139691917,2.310894753528999415
636.587975573584,3.309166431708999477
646.14469526656,1.710989084567999801
664.004274719314,2.200789145931000043
682.300754682563,3.55597515957299935
682.663744594061,3.03652451983499992
684.007178694093,2.918923731988999557
690.508195616247,2.452630266541000015
692.962475825606,2.201071381360999433
708.088089588757,2.222849878394999472
713.983274167748,2.654378691933999327
726.196098858503,1.649279953420999858
736.749009611413,2.387457100173000047
747.463886929241,1.330740509766999751
749.793884852487,2.149936334741999735
752.925669976022,4.228404808834000037
752.957775269408,3.23190376563599989
754.376438126115,2.790607627423999467
755.66898765708,4.06687137133799935
758.011054280772,5.877677569347000015
761.839253285167,8.004768548430998685
771.727932932913,2.395471216774999405
784.000616570761,2.412763439799999952
790.337149664255,2.769142260706999525
791.648602328849,2.181121992581999783
797.683382501011,1.225012352600999937
801.921559284651,1.697092570395999806
