"lifeTime:vector OppNet.sink ($0=17, $1=10, #0 - PreliminarySimulation-3-20191008-08:07:21-8328)",
7.927169499987,4.436345314318000255
31.213920932597,5.753016173560999005
47.748469485606,5.84616721378599988
52.894523797134,5.7121094419819993
66.141103733001,8.27785305344999853
66.172980803704,5.83151193482100003
74.603964483879,5.691638779927998805
97.441145332041,8.873112312756997935
97.490683678697,8.50116604698899888
124.540026854877,6.4212951635949995
131.980234469747,5.412091333317999165
132.028715787224,5.111415510843999115
154.79842929294,6.90177184618499948
158.47561745098,3.893067549577999367
163.52345380927,5.756661059374000165
172.017398989551,6.226533988863000215
176.059811740737,6.707423354655999115
180.999595785803,5.03985333697199953
185.496266280307,6.20989455071199889
189.725852611931,6.905168547160998905
198.479340279035,7.414498479815000175
198.913034242101,7.372482721193000155
211.61371314995,4.52836434924000029
216.78581143213,4.515242594916999842
221.344554298625,5.553464469781999905
225.889322756722,8.4623709280149981
226.044691728965,8.049482109747998465
229.809967064407,4.524522610872999425
234.919072438445,6.176032648628998675
238.749010027885,7.789849546752998655
255.831015553904,7.071732340637000265
264.956948522582,6.688430150427999235
265.09544017451,6.17204975337399905
274.411559674402,7.61362200224600013
282.451299861538,7.854276865156998935
298.26391892069,7.32390002934599945
301.391515095832,7.92726781746599938
305.733004023018,6.380956018214998665
329.153209681345,7.91016608680599906
332.135766306491,6.922395298514999215
332.176849919735,6.25948246801999984
340.901694940846,8.824811653889000215
349.817907658425,6.97627118408700039
366.60559925441,5.978143515272998665
366.729544696578,6.00271628513899988
390.628212180713,8.032331828267999165
392.084297393898,7.53475996978399994
407.740940367275,8.186707733368997675
424.407278633565,5.872453258040000155
428.704605801558,7.538381400240998755
429.164544464866,7.702414970758999475
446.766554880783,7.69060998501799984
477.713409703805,8.21587927322399734
477.825214193385,4.147852389361998945
489.357544616458,8.890251172688
513.773418904041,7.70400130399299951
514.468896582052,8.291946491672998535
517.598236839084,10.741684934757
520.067425549422,8.55601487845400041
528.465659829575,8.29627482117199829
528.6095857307,7.8276166925359991
530.437679767185,7.45617707737699928
530.977845423547,5.439378518170999025
536.177403110121,9.76890903053999789
553.761464616946,5.823017945803998755
593.26264926434,7.709161880209999005
598.786369218948,7.22921283885800033
619.749173817123,7.631345875356998905
623.62828877379,6.516715839468998765
629.70548261607,9.3944298088399982
630.711503178389,7.70358564541299981
641.976969761663,6.05363195296300024
647.062308912968,7.984280970313999825
647.598938561367,7.65731663188099883
650.92452207968,5.997877809169999325
664.473602765327,8.31209861252499844
670.219940391582,6.62672379084999894
672.295740474822,4.678355093617000175
677.653626193182,5.67780303253099914
681.066969974411,6.60407049803600008
681.181950251619,3.903741950621999892
694.736647267552,4.460482035967999065
734.181458730967,4.462696780422000117
739.283966212354,6.68345599335699878
742.975667093758,3.687150473077999795
752.481265263589,5.418160711082998985
758.73145582101,10.05991536873099785
765.571772866797,8.376225328661998725
770.087792586305,4.492853273619999737
791.882111188526,7.459234199084999485
793.313302327781,8.713854872823997465
836.343241182477,7.509752775197998875
846.272689009186,7.705161623490999605
846.86761636245,5.69224951396299869
850.03279283565,8.021964757471000215
854.591229733537,6.33914299518999866
867.200679199549,6.46285070548199945
868.293807377314,6.22459933745999903
885.046800511963,5.62644816889899955
885.625199723514,4.73431636196399983
893.563801525,7.344546620123999475
899.437834760172,6.24167284299699961
915.853566207459,3.914153498376999865
946.606083403702,7.27167831235999881
955.935505603872,7.45706832199199883
964.665828606665,8.114949198397997755
995.55222436695,5.69258671744699993
996.095781289414,4.58418915481600029
1022.287189656954,8.01740501238199951
1027.010286809976,4.608341127407999927
1031.267719586189,5.413926285385999265
1037.353034147356,6.955990691701998655
1052.785142250663,7.10923737986299994
1084.487632035997,7.328946461095998875
1092.607362380667,4.64145530133400006
1141.392892215615,4.262408890286000217
1150.04440134134,7.012606035159999215
1150.667792327751,7.124169983666998685
1185.950305777197,8.405656567384998075
1190.784848725969,8.333639410652999375
1195.142829953507,4.91007071154399985
1203.084975085101,7.684214905740999375
1222.492173987842,8.53444211037599839
1271.608518202107,9.016351478851998235
1275.770085514559,7.39633989041399961
1276.596179158571,6.132686922634999125
1291.613253443343,5.915885716921000155
1293.856661495665,7.205727688668000365
1300.694549260882,7.399981251234999355
1314.625171227402,7.817516023992999015
1315.575236389954,8.345026998306998655
1331.667095154517,7.607172261181998925
1362.802749143145,7.344476023797000125
1367.52607845085,6.103969488920998975
1398.469762647807,6.406965798027998785
1411.170262194262,7.386850059860998715
1420.318830673114,4.54261049589999997
1428.932469523152,3.85733015586599935
1459.687670830825,5.9008653175479999
1464.445354402783,6.03172321339199866
1473.27116353205,5.68193363270600035
1473.739546393332,4.33295958662099954
1477.605343928122,6.34902501676899963
1487.520491481254,8.1119861952250005
1563.352867806501,6.74724833904799934
1565.979549277623,5.55089541936700034
1584.630642358864,8.513781912134000125
1601.251167156627,5.281872977722999325
1614.815104513676,4.39819722869799888
1618.902886487821,6.447741463082000005
1620.103847881399,5.00292018592199913
1632.737694056185,7.13578946746599914
1646.278722305472,8.34253842113700014
1647.356607239731,5.58343571621399979
1651.526315773814,5.63406608918199934
1655.940733560274,5.11033444188899997
1660.464196263093,7.762643440844000125
1668.094996170223,8.231626636002999905
1674.261933309079,8.851534027269000375
1699.136678131781,4.457021811937998712
1716.949117307379,8.091071009553999685
1717.134834572893,7.8433636513579987
1725.60911164042,7.14176812254599899
1729.071776392207,8.97515260784599885
1757.60534359496,6.230182305443999955
1774.048917995537,6.68100104037599959
1774.145814962205,6.7160233202870003
1783.080214485057,7.930911245897998875
1791.710939889668,7.126636185814000125
1800.778602655493,6.479858328908999685
1801.463583329433,6.48378857622599899
1805.502909944578,8.23013259554699769
1824.315604350792,5.32638064595399994
1836.136032422717,7.633767710255000315
1844.858278173418,7.28537326589800035
1850.643204956084,8.51936393650299803
1853.69623609706,4.019258749552999877
1862.768310916317,4.67475007424399889
1863.440673846808,4.39615113649800014
1871.489236184755,7.332723070808999175
1880.177963635486,7.74441780306399959
1898.077210376452,5.67972840173499979
1902.285474953614,4.71301085000799878
1911.820657442563,5.26395392555499872
1924.492388697766,4.228021511375999337
1928.837008505443,6.3398281399919991
1935.177314115128,7.42644336640599963
1939.433396480658,9.086733003073000215
1940.147105086208,7.694666550954998715
1960.811932920052,7.06007413339199981
1964.448286834207,6.63543899163899905
1964.701504464957,5.01096078147299903
1972.107741427334,8.284578166260999385
1973.129761889629,8.0698184456069981
1996.204670457721,5.65921355507400035
2010.024300189346,8.664213131739000285
2010.645080200173,5.94230839500199966
2053.38739035856,5.4012348380399988
2088.318409259196,4.28438923385099989
2095.234003860619,10.25431168193700055
2116.156423523406,8.336410230867997455
2119.231484345187,6.608467065349000055
2120.007275091653,7.362182569586998655
2128.661034849207,5.863875112134000005
2129.674966146658,5.46175912262999928
2159.326854225475,7.777398399358998975
2160.465720625785,7.46346319782599994
2190.193637580082,5.470310980856000405
2190.490264824245,5.720816344793998785
2194.56073335385,6.72747035416599988
2199.561016290011,6.08341100288399869
2222.600943111988,5.937265105633999315
2238.816465173664,5.172602730257999305
2248.062940252501,4.811530359839998975
2265.482124243816,3.832113119273000007
2271.355024233861,5.990362339156998655
2287.979950093279,4.16834697166899913
2291.876658861463,5.87149761394099909
2305.851738615745,8.003764785110998735
2310.972295795433,5.33382611329700039
2313.958469340323,4.29525413771799867
2323.532000842159,4.773185160054000045
2329.275486396735,5.85790898582999906
2345.010610818488,7.36099245334299998
2359.184127866403,6.85752182696699993
2368.450932016589,7.265454705766998665
2372.171781346881,8.302029053092997625
2372.333100095552,6.828498778908999225
2380.706607956837,5.957458650122999765
2407.194071683255,6.885066275205000225
2442.612130302662,7.77411871193399936
2454.750239274055,11.1541365456379999
2499.858776074665,6.340110044420999435
2509.697509336587,7.6944955897889997
2510.869860707106,8.3965250823969981
2513.86814929042,6.78630426411899986
2517.482702942234,6.13041001588299925
2523.00295132975,5.7543065213889992
2537.440746694571,12.06670710288599931
2548.498922487602,5.71139512088699949
2553.259098755497,7.653194067996999165
2570.563759961144,7.92448409821199991
2575.113226999827,6.12967929754399951
2580.72363845248,7.554942699326000235
2584.859019198105,7.59541606826199886
2605.91506736834,7.49348105577599985
2628.554401457768,5.55527118857899891
2637.693506363583,8.231913755716998755
2654.574147366892,7.39610809324199888
2655.278244121504,5.00487659323800036
2664.055381983169,7.095108833376999125
2664.382537314721,5.562135517981999985
2688.310004289308,9.90907417177900026
2690.235817423617,5.64857322671999993
2691.099382858139,5.060083961852999555
2706.318940622705,10.87131797543499796
2713.215208135611,6.2561991018849987
2714.421642318142,6.43454165272000009
2732.177855345925,6.918577292922998685
2765.664535289896,5.253396565285999725
2783.230196383958,5.41409306237499874
2823.678445914259,5.66186671502499903
2836.652120930677,4.48001602866099977
2845.419063836436,4.894802477902999255
2858.3038559799,6.9892792371959995
2872.205384035137,8.47730303983199814
2894.376750228921,8.392257907120999475
2907.125928947689,6.731780353831998875
