"queueLength:vector OppNet.Q1 ($0=54, $1=10, #0 - PreliminarySimulation-6-20191008-08:07:21-8328)",
0,0
5.450426893287,1
6.61668446082,0
53.136102364059,1
53.14578868075,0
55.831646462886,1
56.004775459268,0
58.278256110235,1
58.863762237786,0
61.059901518651,1
61.722749016304,0
66.935451565764,1
67.22840957915,0
73.831296784403,1
74.05740703416,0
78.62579105354,1
79.563067597006,0
82.838034547234,1
83.194596433987,2
83.745391267688,1
85.281041154042,0
88.383074272645,1
89.463364824724,0
112.351637393884,1
113.495741877866,0
125.762897556772,1
126.941423793696,0
130.363876798385,1
131.123747464378,0
160.815252138217,1
161.77280897834,0
162.74334405583,1
162.800487026021,2
163.308458864694,1
164.844108751048,0
175.537929634949,1
175.64311688255,0
184.572947853939,1
185.118788121888,0
196.28590547227,1
197.241133145554,0
207.143290432123,1
208.040141277056,0
215.339743087493,1
216.19247562423,0
256.804501751682,1
257.428232275504,0
263.011635143654,1
264.257229730514,0
273.122048848155,1
273.732900969852,0
276.518536809265,1
276.59188774837,0
289.959578321887,1
290.0375696642,0
297.75330681877,1
298.189904011374,0
310.113505033106,1
310.31224903504,0
311.866217786972,1
313.171235813558,0
319.564834032838,1
320.000233268568,0
322.660158121321,1
322.859220047086,0
356.454341388339,1
357.47829223754,0
399.161401576131,1
400.037385780978,0
410.59579307522,1
410.83639391248,0
412.123403199783,1
412.372043798834,0
421.632940525307,1
421.847715038172,0
426.494388344209,1
427.353375601018,0
428.781968473697,1
428.889025487372,0
431.257964643732,1
431.74801226589,0
444.537901636745,1
445.19369418172,0
460.245247340375,1
461.286049881878,0
480.775686234697,1
481.348416258528,0
486.325781425667,1
486.677652604033,2
486.854076821374,1
488.389726707728,0
499.726085542281,1
500.512071731394,0
500.571687320231,1
502.047721617748,0
528.988880177009,1
530.050109347382,0
531.872036360965,1
532.9090961259,0
537.475897943078,1
538.414756688746,0
545.352920661552,1
546.56709103592,0
555.266604721267,1
556.042762275258,0
572.439392170503,1
573.45845486758,0
576.25826371275,1
576.317441646098,0
597.966956397045,1
599.026481807076,0
605.420266008043,1
605.855479262086,0
626.598215775976,1
627.201307003516,2
627.2411825309,1
628.776832417254,0
633.265835786399,1
634.2824929801,0
639.472824515912,1
639.788153542946,0
650.529920579597,1
650.587161674448,0
713.506565923349,1
714.31964549251,0
722.098108047478,1
722.471979839684,0
724.871196753819,1
725.231454684669,2
725.330966618202,1
726.866616504556,0
741.910303367773,1
742.958972204714,0
770.975920833251,1
772.284696826512,0
774.597649455927,1
775.14368360503,0
788.852938992017,1
789.428357929999,2
789.912702413024,1
791.448352299378,0
804.301553983488,1
804.894034215208,0
827.461259838676,1
827.603074376186,0
850.049651771486,1
850.312114537164,0
851.226239173134,1
851.847764423518,0
853.174285690304,1
853.383414309872,0
857.711659584031,1
858.889074872718,0
861.319445043416,1
861.748061651236,0
881.457892064905,1
881.810428027886,0
888.742766418841,1
889.96276237506,0
906.366664324531,1
907.378454967382,0
919.452975799409,1
919.500799991048,0
935.148434343721,1
935.593155691206,0
937.162837141415,1
938.452142469724,0
938.567259340672,1
939.938734456118,2
939.987792356078,1
941.523442242432,0
942.418679782677,1
942.440394165412,2
943.059092128786,1
943.148741399656,2
944.59474201514,1
945.416885433404,2
946.130391901494,1
947.666041787848,0
966.080854739273,1
966.405071272334,0
982.421376625703,1
982.497426972492,0
990.394915655819,1
990.649761319666,0
992.927546232777,1
993.508748098184,0
1002.248732648967,1
1002.984419337522,0
1007.270194736761,1
1008.490079900368,0
1015.350070940368,1
1016.642414247542,0
1020.438358879517,1
1020.824737918224,0
1022.610623785228,1
1023.683724696742,0
1067.759078903485,1
1068.889492024508,0
1073.986825735492,1
1074.395152587354,0
1083.147139612951,1
1083.870823826692,0
1088.676308993268,1
1089.376484389538,0
1111.158572027869,1
1112.085524550516,0
1118.4438763505,1
1118.914522005526,0
1125.295861347149,1
1125.743519460536,0
1132.442447291839,1
1132.572516915546,0
1135.589585997257,1
1136.754840586228,0
1138.958103633546,1
1139.613827364746,0
1167.107388581946,1
1167.61621509438,0
1193.576194077699,1
1194.29526593185,0
1212.168609175018,1
1213.034295416336,0
1214.897108221189,1
1215.893282194854,0
1215.90127312277,1
1217.423879454055,2
1217.428932081208,1
1218.964581967562,0
1239.325417942507,1
1240.350285236376,0
1249.20924678809,1
1249.825956475714,0
1252.890514744181,1
1254.008280146396,0
1254.058974835263,1
1254.846480304266,2
1255.54393003275,1
1257.079579919104,0
1258.313752752172,1
1258.615229805458,0
1300.040808774773,1
1301.174323348896,0
1310.526438616671,1
1310.649994588234,0
1313.217247884248,1
1313.508981366752,0
1325.691664483801,1
1326.954663282582,0
1337.802652588268,1
1339.077008306248,0
1339.742628766742,1
1340.612658192602,0
1352.107420397357,1
1352.735003216268,0
1354.373882321929,1
1355.379700869538,2
1355.593989994786,1
1357.12963988114,0
1358.9553941832,1
1359.988626659658,0
1365.749631676261,1
1366.817624114668,0
1380.935095090324,1
1381.586642922662,0
1381.984287285711,1
1383.122292809016,0
1404.985439046195,1
1405.831332969994,0
1419.193351240232,1
1419.277014885824,0
1450.553242929646,1
1451.24941329195,0
1463.340814022599,1
1463.371758315616,0
1473.237039502074,1
1474.170766447118,0
1490.869604344804,1
1491.58645903944,0
1495.99647475714,1
1497.092119602286,0
1500.313529087145,1
1501.274443272968,0
1508.924212312299,1
1509.426777620142,0
1512.841795081913,1
1513.609101290824,0
1514.116461787477,1
1515.144751177178,0
1515.363117948697,1
1516.680401063532,0
1519.204353881418,1
1519.53938784205,0
1523.036517884811,1
1523.58384664852,2
1523.721711512732,1
1524.875624096089,2
1525.257361399086,1
1526.79301128544,0
1553.858904607981,1
1554.795399015074,0
1588.578128799431,1
1589.414471205528,0
1589.456816718905,1
1590.950121091882,0
1600.550976932129,1
1601.749129223384,0
1604.288123929942,1
1604.608116001902,0
1617.713044141387,1
1618.053797917732,0
1628.514060389537,1
1628.852806049234,0
1632.772083263434,1
1633.035129719916,0
