"lifeTime:vector OppNet.sink ($0=54, $1=10, #0 - PreliminarySimulation-6-20191008-08:07:21-8328)",
8.128678255353,2.678251362065999775
54.080378304392,0.944275940332999881
59.709820809067,3.878174346180999862
61.084532223348,2.80627611311299939
63.783207328032,2.723305809380999412
69.046621576886,2.111170011121999746
75.009167043937,1.177870259534000036
80.888231320977,2.262440267436999432
84.873963503773,2.035928956539000182
86.376929100129,3.182332666141999925
91.556776564109,3.173702291464000057
115.190615504535,2.838978110650999465
129.955018649262,4.192121092489999852
132.366004027394,2.00212722900899997
162.93400184638,2.118749708162999558
165.187727156171,2.444383100340999695
170.407834338172,7.607347312150999105
176.865181199735,1.3272515647859997
186.197444420002,1.624496566062999741
198.32307908718,2.037173614909999478
209.110952152018,1.967661719894999707
217.823760210528,2.484017123034999657
258.869164928622,2.064663176939999891
265.678976313001,2.66734116934699993
274.875041060683,1.752992212527999965
279.071124219272,2.552587410006999837
291.474497982471,1.514919660583999843
299.162483193443,1.409176374672999713
315.239333802335,5.12582876922899897
315.413417329251,3.547199542278999455
321.925203897485,2.360369864646999705
325.142848419236,2.482690297915000052
358.915467796256,2.46112640791699987
401.207120432534,2.045718856402999988
412.228809013548,1.633015938328000063
413.487672520239,1.364269320455999683
423.287688297606,1.654747772298999822
428.491580842656,1.997192498446999746
429.957305352401,1.175336878703999937
432.871449301853,1.613484658121000053
446.261534057553,1.723632420807999825
464.563322233793,4.318074893418000195
483.053833739939,2.278147505241999926
487.858803504257,1.533022078589999718
490.987969967464,4.310317363431000345
503.417168351885,3.691082809603999577
503.520296037891,2.948608717659999975
532.692374157553,3.70349398054399968
533.917599220256,2.045562859290999558
540.563792626288,3.087894683210000032
548.35187535343,2.998954691877999662
558.681717347778,3.415112626511000102
575.234277448881,2.794885278377999592
577.27921577814,1.020952065389999935
600.751158505478,2.784202108432999965
607.776387261216,2.356121253172999797
628.291730380482,1.693514604505999882
630.595476439968,3.39416943645199963
636.485571767648,3.219735981248999382
640.890052860202,1.41722834428999977
651.663152132,1.133231552403000103
715.25477149023,1.748205566880999921
724.508762636784,2.41065458930599962
726.997587140478,2.126390386658999702
727.832907309053,2.601452624383999702
743.948200643994,2.037897276220999915
774.536450318495,3.560529485243999465
777.217554620727,2.619905164799999565
791.311892967269,2.458953975252000205
792.741728848936,3.313370918937000187
806.268459218404,1.966905234915999657
829.421386239814,1.960126401137999956
853.011213771719,2.96156200023300008
853.754393546397,2.528154373262999845
854.717637783249,1.543352092944999747
861.218654705403,3.506995121371999405
863.672934914762,2.35348987134599951
882.768559354405,1.310667289499999993
891.310417717724,2.567651298882999802
908.816589977135,2.449925652603999625
920.692837622209,1.239861822800000007
936.701062508693,1.552628164971999952
940.354397324103,3.19156018268799978
943.486182447638,4.91892310696599997
