"queueLength:vector OppNet.Q1 ($0=11, $1=10, #0 - PreliminarySimulation-0-20191008-08:07:21-8328)",
0,0
1.987798881737,1
2.459358268797,0
4.14594886225,1
4.918716537594,0
30.221161850049,1
31.332434677146,2
31.971657494361,1
32.042409249106,0
37.976615118135,1
39.349732300752,0
60.643077057904,1
61.483956719925,0
78.140504787332,1
78.699464601504,0
79.114565913927,1
81.158822870301,0
98.138912444205,1
98.37433075188,0
110.648226588829,1
110.671122095865,0
117.944233272999,1
118.049196902256,0
133.333501993192,1
135.264704783835,0
142.192714141354,1
142.642779590226,0
155.542500937535,1
157.398929203008,0
166.705485917055,1
167.236362278196,0
201.794756899654,1
204.126736310151,0
246.517868963056,1
248.395185148497,0
261.57329763307,1
261.82800681363,2
263.151334761279,1
263.222086516024,0
276.05674333547,1
277.907484374061,0
281.348545107125,1
282.826200911655,0
283.452085796706,1
285.285559180452,0
287.291061499762,1
287.744917449249,0
307.242377040765,1
307.419783599625,0
308.928278266453,1
309.879141868422,0
321.401464145325,1
322.175933212407,0
328.000643305181,1
329.554008018798,0
343.293481862468,1
343.752924693436,2
344.31015763158,1
344.380909386325,0
348.889161411445,1
349.228874169174,0
354.731595706596,1
356.606948975565,0
377.526442778024,1
378.242399658958,2
378.741173394738,1
378.811925149483,0
386.280591297249,1
388.578606469926,0
392.533719907934,1
393.49732300752,0
403.893967394309,1
405.794114351505,0
410.532935476609,1
410.712830889099,0
416.104287357317,1
418.09090569549,0
421.183071745801,1
421.622627560879,2
423.009622233084,1
423.080373987829,0
426.157879380637,1
427.928338770678,0
432.629167332696,1
432.847055308272,0
433.005591322581,1
433.735413067864,2
433.795590608377,3
435.306413577069,2
435.377165331814,1
435.447917086559,0
437.224207964695,1
437.765771845866,0
448.54168420192,1
450.062563189851,0
454.883691736652,1
454.981279727445,0
472.230083308842,1
472.750180831903,2
474.656145877821,1
474.726897632566,0
477.236259059142,1
479.085315576298,2
479.574862415415,1
479.64561417016,0
484.816598541242,1
486.952937221806,0
495.767424522125,1
496.790370296994,0
546.765054433881,1
548.436893941731,0
550.62319121565,1
550.896252210528,0
566.182967011065,1
568.111760092107,0
568.601180826301,1
570.571118360904,0
580.679793482733,1
582.867909704889,0
584.755571935132,1
585.327267973686,0
591.722558848563,1
592.705342780077,0
604.472433681337,1
605.002134124062,0
609.123252684564,1
609.920850661656,0
610.849774276042,1
612.380208930453,0
625.309840112217,1
627.136358543235,0
635.830388923103,1
636.24062068173,2
636.973791618423,1
637.044543373168,0
646.518847100182,1
646.811224693611,0
652.632891105268,1
654.189299500002,0
655.980349652094,1
656.648657768799,0
669.028960218462,1
671.404807381581,0
672.241677248788,1
673.864165650378,0
676.31180260851,1
676.323523919175,0
712.750947436403,1
713.21389795113,0
713.689492242476,1
715.673256219927,0
719.879918381737,1
720.591972757521,0
721.051140135223,1
721.246469075833,2
722.749478231863,3
723.051331026318,2
723.122082781063,1
723.192834535808,0
732.197986954436,1
732.888764101506,0
737.789726336973,1
737.8074806391,0
745.752273019195,1
747.644913714288,0
750.789007378054,1
752.563630251882,0
756.054084067076,1
757.482346789476,0
781.828663959145,1
782.075929477446,0
795.315410970357,1
796.832079090228,0
799.160418217449,1
799.291437359025,0
799.405572184566,1
801.750795627822,0
820.223581338367,1
821.425661778198,0
823.204374341289,1
823.885020046995,0
830.448039903474,1
831.263094853386,0
832.633386506869,1
833.722453122183,0
847.227726234592,1
847.603956836095,2
848.478602734965,1
848.54935448971,0
853.365765216182,1
853.397319272559,0
854.499817737362,1
855.856677541356,0
862.899822259393,1
863.234752347747,0
882.584313001213,1
882.909618498123,0
895.012430302915,1
895.206409842108,0
897.964692322579,1
900.125126379702,0
910.87964726405,1
912.421917723687,0
935.335117345503,1
937.015500411657,0
956.265043971873,1
956.690366562033,0
972.75686000458,1
