"queueLength:vector OppNet.Q1 ($0=11, $1=5, #0 - PreliminarySimulation-2-20191008-08:07:21-8328)",
0,0
0.993899440869,1
2.072974431126,2
2.459358268797,1
2.530110023542,0
8.526694124145,1
9.082330537693,2
9.837433075188,1
9.908184829933,0
12.404420758187,1
14.756149612782,0
23.737651728071,1
24.59358268797,0
32.486365592785,1
32.973396156083,2
34.431015763158,1
34.501767517903,0
42.485569421222,1
44.268448838346,0
48.740226493534,1
49.18716537594,0
52.388229835619,1
54.105881913534,0
60.082864195716,1
61.483956719925,0
64.512470269797,1
66.402673257519,0
71.187363667887,1
71.321389795113,0
76.768856157647,1
78.699464601504,0
94.313491648947,1
95.914972483083,0
116.675047680648,1
118.049196902256,0
124.202762015655,1
124.330116605935,2
125.427271708647,1
125.498023463392,0
131.444484866855,1
132.805346515038,0
134.090385752682,1
135.264704783835,0
136.203120346724,1
137.724063052632,0
138.122608198252,1
138.714618741321,2
140.183421321429,1
140.254173076174,0
148.690276511823,1
150.020854396617,0
156.144788152327,1
157.398929203008,0
159.444377732255,1
159.858287471805,0
167.090797010899,1
167.236362278196,0
167.320518426383,1
169.695720546993,0
169.888636785387,1
172.15507881579,0
179.307319882592,1
179.533153622181,0
190.704743418306,1
191.062721858773,2
191.829944966166,1
191.900696720911,0
195.081817677919,1
196.74866150376,0
198.208381983262,1
199.208019772557,0
219.798320861068,1
221.34224419173,0
223.117804902218,1
223.801602460527,0
225.903480842572,1
226.260960729324,0
228.442873036814,1
228.662650944353,2
228.720318998121,1
228.791070752866,0
230.930276854232,1
231.179677266918,0
234.165920830261,1
234.354132825204,2
234.719043697845,3
234.749132468101,4
236.098393804512,3
236.169145559257,2
236.239897314002,1
236.310649068747,0
236.46344114626,1
238.557752073309,0
249.338682507004,1
250.854543417294,0
252.50968627437,1
253.313901686091,0
261.182882060465,1
261.442930821995,2
263.151334761279,1
263.222086516024,0
263.685969935614,1
265.610693030076,0
270.497020992426,1
270.52940956767,0
289.388114072023,1
290.204275718046,0
294.863527062464,1
295.12299225564,0
320.362342018342,1
322.175933212407,0
322.291410409226,1
324.635291481204,0
329.651718877383,1
330.860825785001,2
332.013366287595,1
332.08411804234,0
336.900132113217,1
336.932082825189,0
338.938021339417,1
339.391441093986,0
342.421514796132,1
344.31015763158,0
348.796452212519,1
349.228874169174,0
351.121861714132,1
351.688232437971,0
351.985122509871,1
354.147590706768,0
359.215155427959,1
361.525665513159,0
364.475429833402,1
364.680545712715,2
366.444382050753,1
366.515133805498,0
369.819658921941,1
371.363098588347,0
372.876680924484,1
373.822456857144,0
374.550410197897,1
376.281815125941,0
381.252287373886,1
382.858645889049,2
383.659889932332,1
383.730641687077,0
384.89370856891,1
385.399241900188,2
386.119248201129,1
386.189999955874,0
403.618814314134,1
405.334516465613,2
405.724334950892,3
405.794114351505,2
405.86486610625,1
405.935617860995,0
406.309945827635,1
406.40761029794,2
407.159114875955,3
408.253472620302,2
408.324224375047,1
408.394976129792,0
414.287399152144,1
415.631547426693,0
418.268672493255,1
420.550263964287,0
420.787039672685,1
423.009622233084,0
423.078344869377,1
423.080373987829,0
424.004145622927,1
425.468980501881,0
436.891435568961,1
437.765771845866,0
438.813939192507,1
440.225130114663,0
445.439239278447,1
447.603204921054,0
455.323407841381,1
456.813804342842,2
457.440637996242,1
457.511389750987,0
462.768530794113,1
463.861204095811,2
464.818712802633,1
464.889464557378,0
471.158373959672,1
471.346489260424,2
472.196787609024,1
472.267539363769,0
474.227393450467,1
474.656145877821,0
476.147405732431,1
477.115504146618,0
480.347407993447,1
482.034220684212,0
490.189653364357,1
491.8716537594,0
496.403712015208,1
496.790370296994,0
497.87984302504,1
499.109367292025,2
499.249728565791,1
499.320480320536,0
508.429035400902,1
509.087161640979,0
518.893998714087,1
518.924594716167,0
527.139906730441,1
528.030872829342,2
528.762027791355,1
528.8327795461,0
529.821246518521,1
531.221386060152,0
531.985759039638,1
533.680744328949,0
534.09154685011,1
536.140102597746,0
540.268881775438,1
541.05881913534,0
543.105297276278,1
543.518177404137,0
546.812112579435,1
548.436893941731,0
548.632199958467,1
550.896252210528,0
553.978081115453,1
555.814968748122,0
560.966122372739,1
562.779680710257,2
563.193043554513,1
563.263795309258,0
566.594246527875,1
568.111760092107,0
574.190659382365,1
575.489834898498,0
577.262538920166,1
577.949193167295,0
582.457024405712,1
582.867909704889,0
593.507359374031,1
594.461798944734,2
595.164701048874,1
595.235452803619,0
600.896963707527,1
602.542775855265,0
610.116458739448,1
610.953574268824,2
612.380208930453,1
612.450960685198,0
616.184463822792,1
617.298925468047,0
624.441220245533,1
624.677000274438,0
631.144937963539,1
632.055075080829,0
633.082740787684,1
634.514433349626,0
646.554491926547,1
646.811224693611,0
649.360405110223,1
651.729941231205,0
664.619038364397,1
666.486090843987,0
667.292521099766,1
668.945449112784,0
669.574423008725,1
671.404807381581,0
681.714908752084,1
683.156629399242,2
683.701598725566,1
683.772350480311,0
696.507939968309,1
697.537448679158,2
698.457748338348,1
698.528500093093,0
700.264454399214,1
700.917106607145,0
716.354166628255,1
718.132614488724,0
721.577492711623,1
722.441970382861,2
723.051331026318,1
723.122082781063,0
726.3121330838,1
727.606225543301,2
727.970047563912,1
728.040799318657,0
733.84694496221,1
733.847806299066,2
735.348122370303,1
735.418874125048,0
737.368575652114,1
737.8074806391,0
738.98577814119,1
739.768576190511,2
740.266838907897,1
740.337590662642,0
753.036749694376,1
753.221030195701,2
755.022988520679,1
755.093740275424,0
770.117852012839,1
770.478385617916,2
770.713163424391,3
772.238496402258,2
772.309248157003,1
772.379999911748,0
777.142780705935,1
777.157212939852,0
779.759547253194,1
781.316955265089,2
781.588881668892,3
782.075929477446,2
782.146681232191,1
782.217432986936,0
788.416379231871,1
789.454004283837,0
791.171611775857,1
791.234505996703,2
791.913362552634,1
791.984114307379,0
800.604681108278,1
801.750795627822,0
802.494772659918,1
803.918535453705,2
804.196708487037,3
804.210153896619,2
804.280905651364,1
804.351657406109,0
805.417851418088,1
806.669512165416,0
824.901874290994,1
826.344378315792,0
832.841672449422,1
833.722453122183,0
838.133317274471,1
838.641169659777,0
839.170264001376,1
841.100527928574,0
841.369227638975,1
841.642458125637,2
843.559886197371,1
843.630637952116,0
849.545394288968,1
850.937961003762,0
852.902616903795,1
853.397319272559,0
854.334875033668,1
