"lifeTime:vector OppNet.sink ($0=11, $1=5, #0 - PreliminarySimulation-2-20191008-08:07:21-8328)",
6.058388473383,5.064489032514000375
6.494451096194,4.421476665067999062
11.555096092162,3.028401968016999552
11.565386642686,2.483056104992999542
16.803726036185,4.399305277997999727
28.381783229794,4.644131501722998915
37.707729418057,5.221363825272000255
38.755090794554,5.781694638471000375
45.873553746744,3.387984325521999892
52.494908546428,3.754682052894000125
57.175686987353,4.78745715173399942
63.141311719216,3.05844752349999992
68.716150745243,4.203680475445999302
72.850960008584,1.663596340697000015
80.311783824056,3.54292766640899968
97.732253253562,3.418761604614999767
119.699706968678,3.024659288029999602
128.973758424645,4.77099640898999942
130.337968565468,6.0078519595329993
134.486642935766,3.042158068911000145
136.960252250121,2.869866497438999345
139.307226432305,3.104106085580999862
141.831306585046,3.708698386793999532
142.829161455356,4.114542714035000142
152.26598745708,3.575710945256999712
158.957769161916,2.812981009588999532
161.894130000047,2.449752267791999382
169.526146509743,2.435349498843999417
171.676128456167,4.355610029783999677
174.680342797033,4.79170601164599928
181.783338170681,2.476018288088999585
193.907823113943,3.20307969563699933
196.290174688886,5.22745283011300008
199.170494468232,4.088676790313000337
201.051090036434,2.842708053172000137
223.074674926552,3.276354065483999975
226.588034509393,3.470229607174999827
227.826617777393,1.923136934820999672
230.408043814794,1.965170777980000053
230.466119982611,1.803469038258000081
233.000476893029,2.070200038797000088
238.860310487668,4.694389657406999185
239.765708586646,5.411575761442000115
241.65218947962,6.933145781774999935
245.207773714723,10.45864124662199753
246.466340987467,10.00289984120700021
253.027654613723,3.68897210671899954
255.592643335619,3.082957061249000027
264.812272448213,3.629390387747999815
265.056663763325,3.61373294132999944
267.582208832834,3.896238897219999925
273.098304849168,2.60128385674199957
291.769250538536,2.381136466512999472
296.652766164226,1.789239101761999956
324.933728441602,4.571386423259999865
326.433589757465,4.14217934823899902
335.940891776924,6.289172899540998755
337.002309675224,6.141483890223000215
340.606408164814,3.706276051596999452
341.313552783101,2.375531443683999365
346.178250269007,3.75673547287499952
352.056145729894,3.259693517375000115
353.246017471614,2.1241557574819998
356.506460557207,4.521338047336000065
364.371343825051,5.15618839709200036
368.164479533509,3.689049700106999717
370.690028132477,6.009482419761999565
373.201133410029,3.381474488088000095
376.379358868015,3.502677943530999355
380.188751483525,5.63834128562799994
385.929544627298,4.6772572534119998
386.293693604332,3.435047715282999892
387.707344951177,2.813636382267000065
388.202579042318,2.803337142130000167
408.063008214873,4.444193900739000095
408.545301251835,3.210784786221999795
408.939813213111,3.215478262218999445
410.546541700332,4.236595872697000312
410.993880850935,4.586270552994999842
412.071390605369,4.91227572941399868
417.578500912247,3.29110176010299947
422.484483264971,4.215810771715998915
425.786043331351,4.999003658666000025
426.864983092248,3.786638222870999815
428.413982065561,4.40983644263399908
439.298397328797,2.40696175983599935
443.403584012529,4.589644820022000342
449.951645658812,4.51240638036500029
459.533144406779,4.20973656539799988
459.70470762146,2.89090327861799955
466.907509735124,4.138978941010998707
467.232781800759,3.371577704947999782
474.431770068392,3.273396108720000077
474.522494270086,3.17600500966200004
476.35701812741,2.129624676943000053
479.488494117556,3.341088385124999492
484.232818801668,3.885410808220999695
493.691067040364,3.501413676007000027
499.336579857874,2.932867842665999965
502.719179337869,4.83933631282899944
503.006997050475,3.897629758449999912
511.061491732799,2.632456331897000002
520.514300986562,1.62030227247500002
