"queueLength:vector OppNet.Q2 ($0=54, $1=5, #0 - PreliminarySimulation-8-20191008-08:07:21-8328)",
0,0
4.185599492059,1
4.682097330386,0
26.894639653037,1
27.391137491364,0
28.430289539391,1
28.926787377718,0
29.965939425745,1
30.462437264072,0
47.381632018067,1
47.878129856394,0
50.240618796585,1
50.737116634912,0
53.099605575103,1
53.59610341343,0
55.958592353621,1
56.455090191948,0
58.817579132139,1
59.314076970466,0
60.353229018493,1
60.84972685682,0
61.888878904847,1
62.385376743174,0
63.424528791201,1
63.921026629528,0
68.930189354047,1
69.426687192374,0
71.789176132565,1
72.285673970892,0
86.558194940559,1
87.054692778886,0
88.093844826913,1
88.59034266524,0
89.629494713267,1
90.125992551594,0
95.135155276113,1
95.63165311444,0
100.640815838959,1
101.137313677286,0
106.146476401805,1
106.642974240132,0
111.652136964651,1
112.148634802978,0
115.834460635333,1
116.33095847366,0
135.896827011983,1
136.39332485031,0
140.079150682665,1
140.575648520992,0
144.261474353347,1
144.757972191674,0
145.797124239701,1
146.293622078028,0
152.626121694711,1
153.122619533038,0
156.808445365393,1
157.30494320372,0
163.637442820403,1
164.13394065873,0
165.173092706757,1
165.669590545084,0
189.205469759899,1
189.701967598226,0
190.741119646253,1
191.23761748458,0
196.246780209099,1
196.743278047426,0
217.632483477913,1
218.12898131624,0
223.138144040759,1
223.634641879086,0
224.673793927113,1
225.17029176544,0
227.532780705631,1
228.029278543958,0
230.391767484149,1
230.888265322476,0
231.927417370503,1
232.42391520883,0
233.463067256857,1
233.959565095184,0
234.998717143211,1
235.495214981538,0
239.181040813893,1
239.67753865222,0
249.980048945395,1
250.476546783722,0
252.839035723913,1
253.33553356224,0
254.374685610267,1
254.871183448594,0
259.880346173113,1
260.37684401144,0
261.415996059467,1
261.912493897794,0
273.538341083133,1
274.03483892146,0
275.073990969487,1
275.570488807814,0
277.932977748005,1
278.429475586332,0
282.115301418687,1
282.611799257014,0
287.620961981533,1
288.11745981986,0
295.773296328707,1
296.269794167034,0
297.308946215061,1
297.805444053388,0
308.107954346563,1
308.60445218489,0
312.290278017245,1
312.786775855572,0
323.089286148747,1
323.585783987074,0
324.624936035101,1
325.121433873428,0
326.160585921455,1
326.657083759782,0
329.019572699973,1
329.5160705383,0
334.525233262819,1
335.021731101146,0
366.497631668945,1
366.994129507272,0
370.679955339627,1
371.176453177954,0
372.215605225981,1
372.712103064308,0
379.044602680991,1
379.541100519318,0
383.226926351673,1
383.72342419,0
397.995945159667,1
398.492442997994,0
399.531595046021,1
400.028092884348,0
407.683929393195,1
408.180427231522,0
409.219579279549,1
409.716077117876,0
414.725239842395,1
415.221737680722,0
426.847584866061,1
427.344082704388,0
437.646592997563,1
438.14309083589,0
439.182242883917,1
439.678740722244,0
440.717892770271,1
441.214390608598,0
443.576879548789,1
444.073377387116,0
445.112529435143,1
445.60902727347,0
455.911537566645,1
456.408035404972,0
460.093861237327,1
460.590359075654,0
468.246195584501,1
468.742693422828,0
475.075193039511,1
475.571690877838,0
483.227527386685,1
483.724025225012,0
