"lifeTime:vector OppNet.sink ($0=54, $1=5, #0 - PreliminarySimulation-8-20191008-08:07:21-8328)",
5.482004471025,2.75679102438100009
27.613640461112,1.045589279081999831
29.364907825958,1.44908459451399984
31.97112059574,2.831992540621000017
49.226501514228,2.728811706996999922
51.843241978754,2.40777714796599972
53.835776769313,0.952389329205999942
57.068167262025,1.787532687349000053
59.730562552657,2.343806231133999765
62.982800722086,5.41776345718600004
64.055701535117,3.896425350887999337
64.903813602303,3.693209439160999515
71.728195394046,3.231739543879999827
72.815843880014,2.018898409041999457
87.274853032068,1.252219891179999762
89.757524302823,2.77084520312899939
94.977631484824,6.531468644008999265
96.141630777731,1.326746632452000078
101.503883321506,2.171490066731999837
107.012833527864,1.823961463923999815
112.507359024046,1.889794480178999862
117.250156406064,2.534365534512000187
137.122170849534,1.674000645887999897
141.285308449585,2.73357154995299999
145.188025628611,1.581081876728999797
148.060771895036,2.755584162598999845
153.847461197415,1.821752708666999777
157.565435731895,1.642862994704999738
164.965418773966,2.862746929607999907
166.059262887567,3.080234666275999607
192.621091075154,4.64575474240099948
193.977043977843,4.454045600848999687
197.468366952248,1.712273828652999701
218.586629313902,1.477006096410999883
224.610993680695,1.784174713659999682
225.573833832951,1.98320980363499987
228.757165149498,2.261918422637999793
231.301933831646,2.375963195335000212
232.835265590899,2.765504889843999327
235.431741567041,4.04616978987700014
235.850968203477,3.586618954016000045
242.242724350241,3.3384066042739997
251.469877611239,2.300340418110999418
253.628173591229,1.683588802615999738
256.757340054436,4.63681967664000004
262.569853978037,3.925117131117000095
262.672981664043,3.605443928147999507
275.965017077737,2.688882913452999892
276.045844702632,1.328132446369999713
279.86642486998,2.346781822661999852
283.68449692063,2.226342514075000158
290.044328238486,3.62933180207299964
297.333530094441,2.332139933409999687
298.055131531536,1.144305599381999711
309.617042229398,1.85186995509699991
313.995597200808,2.503770121007999437
323.924245182762,1.843443218995999715
326.227991242248,3.84564366471200002
328.148075893436,2.733463924458999535
329.905883201662,1.387776867927999806
335.385634904804,1.33898053922799986
367.217168851098,1.682191813645999895
371.420862627989,1.590114528471999738
374.261999774523,3.044707321834999355
379.795304669921,1.646091419488000078
384.000565975386,1.23294614485699982
400.032109836083,2.731681272814999937
401.389877246151,2.278584371544999588
408.867531131873,2.62859348922200019
410.29736701354,3.770719901897999532
415.884076030024,1.920830891637999907
428.450307914122,2.907209848142000102
440.130103416551,3.29280938416599954
440.493093328049,3.067505594840000057
441.836527428081,3.436916436286999487
445.690870565907,2.6463859823789999
446.821813883102,1.973436569881999772
456.654080077597,1.736479253633000035
461.225927764424,2.66588976349199934
